"","Overall","marker","n.fold","method","variable"
"V733",0,"V733","1","BO","1"
"V734",0,"V734","1","BO","1"
"V735",0,"V735","1","BO","1"
"V736",0,"V736","1","BO","1"
"V737",0,"V737","1","BO","1"
"V738",203.55023739363,"V738","1","BO","1"
"V739",219.648894390101,"V739","1","BO","1"
"V740",0,"V740","1","BO","1"
"V741",0,"V741","1","BO","1"
"V742",53.932484427703,"V742","1","BO","1"
"V743",0,"V743","1","BO","1"
"V744",0,"V744","1","BO","1"
"V745",0,"V745","1","BO","1"
"V746",0,"V746","1","BO","1"
"V747",0,"V747","1","BO","1"
"V748",0,"V748","1","BO","1"
"V749",0,"V749","1","BO","1"
"V750",0,"V750","1","BO","1"
"V751",0,"V751","1","BO","1"
"V752",70.6022567852235,"V752","1","BO","1"
"V753",117.315501828406,"V753","1","BO","1"
"V754",0,"V754","1","BO","1"
"V755",0,"V755","1","BO","1"
"V756",0,"V756","1","BO","1"
"V757",0,"V757","1","BO","1"
"V758",0,"V758","1","BO","1"
"V759",0,"V759","1","BO","1"
"V760",0,"V760","1","BO","1"
"V761",0,"V761","1","BO","1"
"V762",0,"V762","1","BO","1"
"V763",0,"V763","1","BO","1"
"V764",0,"V764","1","BO","1"
"V765",0,"V765","1","BO","1"
"V766",0,"V766","1","BO","1"
"V767",0,"V767","1","BO","1"
"V768",19.4368931611265,"V768","1","BO","1"
"V769",31.8323308715951,"V769","1","BO","1"
"V770",0,"V770","1","BO","1"
"V771",0,"V771","1","BO","1"
"V772",0,"V772","1","BO","1"
"V773",0,"V773","1","BO","1"
"V774",0,"V774","1","BO","1"
"V775",0,"V775","1","BO","1"
"V776",0,"V776","1","BO","1"
"V777",0,"V777","1","BO","1"
"V778",0,"V778","1","BO","1"
"V779",0,"V779","1","BO","1"
"V780",0,"V780","1","BO","1"
"V781",0,"V781","1","BO","1"
"V782",70.9175810531223,"V782","1","BO","1"
"V783",75.8754356922617,"V783","1","BO","1"
"V784",0,"V784","1","BO","1"
"V785",0,"V785","1","BO","1"
"V786",0,"V786","1","BO","1"
"V787",0,"V787","1","BO","1"
"V788",90.0916884324512,"V788","1","BO","1"
"V789",0,"V789","1","BO","1"
"V790",0,"V790","1","BO","1"
"V791",0,"V791","1","BO","1"
"V792",0,"V792","1","BO","1"
"V793",40.1018687825651,"V793","1","BO","1"
"V794",0,"V794","1","BO","1"
"V795",21.0239109505519,"V795","1","BO","1"
"V796",64.0107646011184,"V796","1","BO","1"
"V797",24.7083021948729,"V797","1","BO","1"
"V798",21.0773955703561,"V798","1","BO","1"
"V799",0,"V799","1","BO","1"
"V800",0,"V800","1","BO","1"
"V801",0,"V801","1","BO","1"
"V802",0,"V802","1","BO","1"
"V803",170.996387766683,"V803","1","BO","1"
"V804",88.6855733219651,"V804","1","BO","1"
"V805",0,"V805","1","BO","1"
"V806",81.1363353773842,"V806","1","BO","1"
"V807",0,"V807","1","BO","1"
"V808",0,"V808","1","BO","1"
"V809",0,"V809","1","BO","1"
"V810",32.6769316461587,"V810","1","BO","1"
"V811",0,"V811","1","BO","1"
"V812",0,"V812","1","BO","1"
"V813",80.111498904975,"V813","1","BO","1"
"V814",0,"V814","1","BO","1"
"V815",0,"V815","1","BO","1"
"V816",0,"V816","1","BO","1"
"V817",27.3772375318998,"V817","1","BO","1"
"V818",34.0966552287298,"V818","1","BO","1"
"V819",0,"V819","1","BO","1"
"V820",0,"V820","1","BO","1"
"V821",0,"V821","1","BO","1"
"V822",38.2809720962423,"V822","1","BO","1"
"V823",0,"V823","1","BO","1"
"V824",23.6699764890773,"V824","1","BO","1"
"V825",0,"V825","1","BO","1"
"V826",0,"V826","1","BO","1"
"V827",0,"V827","1","BO","1"
"V828",0,"V828","1","BO","1"
"V829",0,"V829","1","BO","1"
"V830",0,"V830","1","BO","1"
"V831",0,"V831","1","BO","1"
"V832",87.1888226025773,"V832","1","BO","1"
"V833",39.2059774537612,"V833","1","BO","1"
"V834",0,"V834","1","BO","1"
"V835",0,"V835","1","BO","1"
"V836",74.4019745736061,"V836","1","BO","1"
"V837",0,"V837","1","BO","1"
"V838",0,"V838","1","BO","1"
"V839",38.0084002704435,"V839","1","BO","1"
"V840",33.3471301181911,"V840","1","BO","1"
"V841",0,"V841","1","BO","1"
"V842",0,"V842","1","BO","1"
"V843",0,"V843","1","BO","1"
"V844",0,"V844","1","BO","1"
"V845",0,"V845","1","BO","1"
"V846",0,"V846","1","BO","1"
"V847",0,"V847","1","BO","1"
"V848",0,"V848","1","BO","1"
"V849",71.3085723930094,"V849","1","BO","1"
"V850",0,"V850","1","BO","1"
"V851",0,"V851","1","BO","1"
"V852",51.9223988131822,"V852","1","BO","1"
"V853",0,"V853","1","BO","1"
"V854",0,"V854","1","BO","1"
"V855",0,"V855","1","BO","1"
"V856",0,"V856","1","BO","1"
"V857",60.56853234958,"V857","1","BO","1"
"V858",0,"V858","1","BO","1"
"V859",0,"V859","1","BO","1"
"V860",0,"V860","1","BO","1"
"V861",0,"V861","1","BO","1"
"V862",0,"V862","1","BO","1"
"V863",26.2808827110661,"V863","1","BO","1"
"V864",0,"V864","1","BO","1"
"V865",81.9207359428332,"V865","1","BO","1"
"V866",0,"V866","1","BO","1"
"V867",0,"V867","1","BO","1"
"V868",0,"V868","1","BO","1"
"V869",0,"V869","1","BO","1"
"V870",0,"V870","1","BO","1"
"V871",0,"V871","1","BO","1"
"V872",53.8552910175355,"V872","1","BO","1"
"V873",0,"V873","1","BO","1"
"V874",0,"V874","1","BO","1"
"V875",42.8948876181734,"V875","1","BO","1"
"V876",0,"V876","1","BO","1"
"V877",0,"V877","1","BO","1"
"V878",0,"V878","1","BO","1"
"V879",0,"V879","1","BO","1"
"V880",0,"V880","1","BO","1"
"V881",0,"V881","1","BO","1"
"V882",0,"V882","1","BO","1"
"V883",0,"V883","1","BO","1"
"V884",0,"V884","1","BO","1"
"V885",0,"V885","1","BO","1"
"V886",0,"V886","1","BO","1"
"V887",48.9270582023243,"V887","1","BO","1"
"V888",0,"V888","1","BO","1"
"V889",0,"V889","1","BO","1"
"V890",0,"V890","1","BO","1"
"V891",0,"V891","1","BO","1"
"V892",0,"V892","1","BO","1"
"V893",0,"V893","1","BO","1"
"V894",0,"V894","1","BO","1"
"V895",0,"V895","1","BO","1"
"V896",0,"V896","1","BO","1"
"V897",0,"V897","1","BO","1"
"V898",0,"V898","1","BO","1"
"V899",0,"V899","1","BO","1"
"V900",0,"V900","1","BO","1"
"V901",0,"V901","1","BO","1"
"V902",0,"V902","1","BO","1"
"V903",0,"V903","1","BO","1"
"V904",0,"V904","1","BO","1"
"V905",0,"V905","1","BO","1"
"V906",0,"V906","1","BO","1"
"V907",0,"V907","1","BO","1"
"V908",0,"V908","1","BO","1"
"V909",31.5582546144334,"V909","1","BO","1"
"V910",42.730429591463,"V910","1","BO","1"
"V911",0,"V911","1","BO","1"
"V912",0,"V912","1","BO","1"
"V913",0,"V913","1","BO","1"
"V914",0,"V914","1","BO","1"
"V915",0,"V915","1","BO","1"
"V916",0,"V916","1","BO","1"
"V917",0,"V917","1","BO","1"
"V918",0,"V918","1","BO","1"
"V919",0,"V919","1","BO","1"
"V920",0,"V920","1","BO","1"
"V921",0,"V921","1","BO","1"
"V922",0,"V922","1","BO","1"
"V923",0,"V923","1","BO","1"
"V924",91.7312163791095,"V924","1","BO","1"
"V925",0,"V925","1","BO","1"
"V926",0,"V926","1","BO","1"
"V927",0,"V927","1","BO","1"
"V928",0,"V928","1","BO","1"
"V929",0,"V929","1","BO","1"
"V930",0,"V930","1","BO","1"
"V931",20.0053690097668,"V931","1","BO","1"
"V932",0,"V932","1","BO","1"
"V933",0,"V933","1","BO","1"
"V934",0,"V934","1","BO","1"
"V935",0,"V935","1","BO","1"
"V936",0,"V936","1","BO","1"
"V937",0,"V937","1","BO","1"
"V938",29.5146196286049,"V938","1","BO","1"
"V939",0,"V939","1","BO","1"
"V940",114.426683888516,"V940","1","BO","1"
"V941",0,"V941","1","BO","1"
"V942",0,"V942","1","BO","1"
"V943",0,"V943","1","BO","1"
"V944",0,"V944","1","BO","1"
"V945",0,"V945","1","BO","1"
"V946",0,"V946","1","BO","1"
"V947",0,"V947","1","BO","1"
"V948",50.560663964108,"V948","1","BO","1"
"V949",19.5713599518911,"V949","1","BO","1"
"V950",0,"V950","1","BO","1"
"V951",0,"V951","1","BO","1"
"V952",0,"V952","1","BO","1"
"V953",0,"V953","1","BO","1"
"V954",0,"V954","1","BO","1"
"V955",0,"V955","1","BO","1"
"V956",0,"V956","1","BO","1"
"V957",0,"V957","1","BO","1"
"V958",29.484320339504,"V958","1","BO","1"
"V959",0,"V959","1","BO","1"
"V960",0,"V960","1","BO","1"
"V961",0,"V961","1","BO","1"
"V962",0,"V962","1","BO","1"
"V963",0,"V963","1","BO","1"
"V964",0,"V964","1","BO","1"
"V965",0,"V965","1","BO","1"
"V966",71.0395399420544,"V966","1","BO","1"
"V967",0,"V967","1","BO","1"
"V968",83.2103201010919,"V968","1","BO","1"
"V969",0,"V969","1","BO","1"
"V970",0,"V970","1","BO","1"
"V971",0,"V971","1","BO","1"
"V972",0,"V972","1","BO","1"
"V973",0,"V973","1","BO","1"
"V974",0,"V974","1","BO","1"
"V975",0,"V975","1","BO","1"
"V976",0,"V976","1","BO","1"
"V977",0,"V977","1","BO","1"
"V978",0,"V978","1","BO","1"
"V979",73.782740447927,"V979","1","BO","1"
"V980",0,"V980","1","BO","1"
"V981",0,"V981","1","BO","1"
"V982",0,"V982","1","BO","1"
"V983",0,"V983","1","BO","1"
"V984",71.047313122052,"V984","1","BO","1"
"V985",0,"V985","1","BO","1"
"V986",152.987828689564,"V986","1","BO","1"
"V987",104.149078824154,"V987","1","BO","1"
"V988",0,"V988","1","BO","1"
"V989",0,"V989","1","BO","1"
"V990",0,"V990","1","BO","1"
"V991",0,"V991","1","BO","1"
"V992",169.237984879536,"V992","1","BO","1"
"V993",0,"V993","1","BO","1"
"V994",0,"V994","1","BO","1"
"V995",0,"V995","1","BO","1"
"V996",0,"V996","1","BO","1"
"V997",26.1842608403886,"V997","1","BO","1"
"V998",0,"V998","1","BO","1"
"V999",0,"V999","1","BO","1"
"V1000",0,"V1000","1","BO","1"
"V1001",0,"V1001","1","BO","1"
"V1002",67.1477268065215,"V1002","1","BO","1"
"V1003",91.2086739087285,"V1003","1","BO","1"
"V1004",0,"V1004","1","BO","1"
"V1005",0,"V1005","1","BO","1"
"V1006",44.0240068406447,"V1006","1","BO","1"
"V1007",0,"V1007","1","BO","1"
"V1008",0,"V1008","1","BO","1"
"V1009",0,"V1009","1","BO","1"
"V1010",0,"V1010","1","BO","1"
"V1011",0,"V1011","1","BO","1"
"V1012",0,"V1012","1","BO","1"
"V1013",0,"V1013","1","BO","1"
"V1014",0,"V1014","1","BO","1"
"V1015",0,"V1015","1","BO","1"
"V1016",41.9226180856673,"V1016","1","BO","1"
"V1017",0,"V1017","1","BO","1"
"V1018",0,"V1018","1","BO","1"
"V1019",0,"V1019","1","BO","1"
"V1020",0,"V1020","1","BO","1"
"V1021",0,"V1021","1","BO","1"
"V1022",75.4137183784715,"V1022","1","BO","1"
"V1023",0,"V1023","1","BO","1"
"V1024",98.0477803756968,"V1024","1","BO","1"
"V1025",0,"V1025","1","BO","1"
"V1026",65.4845210497376,"V1026","1","BO","1"
"V1027",0,"V1027","1","BO","1"
"V1028",0,"V1028","1","BO","1"
"V1029",25.7338145149566,"V1029","1","BO","1"
"V1030",0,"V1030","1","BO","1"
"V1031",0,"V1031","1","BO","1"
"V1032",0,"V1032","1","BO","1"
"V1033",0,"V1033","1","BO","1"
"V1034",0,"V1034","1","BO","1"
"V1035",0,"V1035","1","BO","1"
"V1036",0,"V1036","1","BO","1"
"V1037",0,"V1037","1","BO","1"
"V1038",34.8086955427184,"V1038","1","BO","1"
"V1039",34.0321194583229,"V1039","1","BO","1"
"V1040",0,"V1040","1","BO","1"
"V1041",0,"V1041","1","BO","1"
"V1042",161.3950124211,"V1042","1","BO","1"
"V1043",0,"V1043","1","BO","1"
"V1044",0,"V1044","1","BO","1"
"V1045",0,"V1045","1","BO","1"
"V1046",0,"V1046","1","BO","1"
"V1047",0,"V1047","1","BO","1"
"V1048",0,"V1048","1","BO","1"
"V1049",16.4832522113732,"V1049","1","BO","1"
"V1050",0,"V1050","1","BO","1"
"V1051",62.2762261325949,"V1051","1","BO","1"
"V1052",0,"V1052","1","BO","1"
"V1053",0,"V1053","1","BO","1"
"V1054",0,"V1054","1","BO","1"
"V1055",0,"V1055","1","BO","1"
"V1056",0,"V1056","1","BO","1"
"V1057",0,"V1057","1","BO","1"
"V1058",97.6092719945595,"V1058","1","BO","1"
"V1059",40.6188660238913,"V1059","1","BO","1"
"V1060",0,"V1060","1","BO","1"
"V1061",0,"V1061","1","BO","1"
"V1062",65.0260646768102,"V1062","1","BO","1"
"V1063",0,"V1063","1","BO","1"
"V1064",55.4942179752617,"V1064","1","BO","1"
"V1065",0,"V1065","1","BO","1"
"V1066",0,"V1066","1","BO","1"
"V1067",0,"V1067","1","BO","1"
"V1068",138.656875567249,"V1068","1","BO","1"
"V1069",0,"V1069","1","BO","1"
"V1070",0,"V1070","1","BO","1"
"V1071",78.0621560520778,"V1071","1","BO","1"
"V1072",0,"V1072","1","BO","1"
"V1073",0,"V1073","1","BO","1"
"V1074",47.7019368265727,"V1074","1","BO","1"
"V1075",0,"V1075","1","BO","1"
"V1076",0,"V1076","1","BO","1"
"V1077",0,"V1077","1","BO","1"
"V1078",0,"V1078","1","BO","1"
"V1079",34.21782065618,"V1079","1","BO","1"
"V1080",0,"V1080","1","BO","1"
"V1081",0,"V1081","1","BO","1"
"V1082",0,"V1082","1","BO","1"
"V1083",0,"V1083","1","BO","1"
"V1084",0,"V1084","1","BO","1"
"V1085",0,"V1085","1","BO","1"
"V1086",0,"V1086","1","BO","1"
"V1087",51.2071097331265,"V1087","1","BO","1"
"V1088",0,"V1088","1","BO","1"
"V1089",54.4033246153266,"V1089","1","BO","1"
"V1090",45.121835090791,"V1090","1","BO","1"
"V1091",0,"V1091","1","BO","1"
"V1092",0,"V1092","1","BO","1"
"V1093",0,"V1093","1","BO","1"
"V1094",17.7130077591821,"V1094","1","BO","1"
"V1095",0,"V1095","1","BO","1"
"V1096",0,"V1096","1","BO","1"
"V1097",0,"V1097","1","BO","1"
"V1098",0,"V1098","1","BO","1"
"V1099",0,"V1099","1","BO","1"
"V1100",43.366991054526,"V1100","1","BO","1"
"V1101",0,"V1101","1","BO","1"
"V1102",88.8451774822831,"V1102","1","BO","1"
"V1103",0,"V1103","1","BO","1"
"V1104",0,"V1104","1","BO","1"
"V1105",0,"V1105","1","BO","1"
"V1106",0,"V1106","1","BO","1"
"V1107",0,"V1107","1","BO","1"
"V1108",0,"V1108","1","BO","1"
"V1109",0,"V1109","1","BO","1"
"V1110",0,"V1110","1","BO","1"
"V1111",31.2226657291905,"V1111","1","BO","1"
"V1112",28.607431979384,"V1112","1","BO","1"
"V1113",0,"V1113","1","BO","1"
"V1114",35.0982523909582,"V1114","1","BO","1"
"V1115",0,"V1115","1","BO","1"
"V1116",46.6729130291382,"V1116","1","BO","1"
"V1117",26.6216848605061,"V1117","1","BO","1"
"V1118",0,"V1118","1","BO","1"
"V1119",0,"V1119","1","BO","1"
"V1120",0,"V1120","1","BO","1"
"V1121",0,"V1121","1","BO","1"
"V1122",0,"V1122","1","BO","1"
"V1123",57.2872818412918,"V1123","1","BO","1"
"V1124",0,"V1124","1","BO","1"
"V1125",42.3367891819818,"V1125","1","BO","1"
"V1126",0,"V1126","1","BO","1"
"V1127",0,"V1127","1","BO","1"
"V1128",0,"V1128","1","BO","1"
"V1129",0,"V1129","1","BO","1"
"V1130",0,"V1130","1","BO","1"
"V1131",0,"V1131","1","BO","1"
"V1132",0,"V1132","1","BO","1"
"V1133",0,"V1133","1","BO","1"
"V1134",0,"V1134","1","BO","1"
"V1135",0,"V1135","1","BO","1"
"V1136",0,"V1136","1","BO","1"
"V1137",0,"V1137","1","BO","1"
"V1138",0,"V1138","1","BO","1"
"V1139",0,"V1139","1","BO","1"
"V1140",0,"V1140","1","BO","1"
"V1141",0,"V1141","1","BO","1"
"V1142",0,"V1142","1","BO","1"
"V1143",34.4766992575502,"V1143","1","BO","1"
"V1144",0,"V1144","1","BO","1"
"V1145",0,"V1145","1","BO","1"
"V1146",0,"V1146","1","BO","1"
"V1147",0,"V1147","1","BO","1"
"V1148",0,"V1148","1","BO","1"
"V1149",0,"V1149","1","BO","1"
"V1150",42.5542576656781,"V1150","1","BO","1"
"V1151",0,"V1151","1","BO","1"
"V1152",0,"V1152","1","BO","1"
"V1153",0,"V1153","1","BO","1"
"V1154",0,"V1154","1","BO","1"
"V1155",0,"V1155","1","BO","1"
"V1156",0,"V1156","1","BO","1"
"V1157",22.7641763259364,"V1157","1","BO","1"
"V1158",0,"V1158","1","BO","1"
"V1159",0,"V1159","1","BO","1"
"V1160",0,"V1160","1","BO","1"
"V1161",0,"V1161","1","BO","1"
"V1162",0,"V1162","1","BO","1"
"V1163",0,"V1163","1","BO","1"
"V1164",0,"V1164","1","BO","1"
"V1165",0,"V1165","1","BO","1"
"V1166",45.0564309673507,"V1166","1","BO","1"
"V1167",0,"V1167","1","BO","1"
"V1168",0,"V1168","1","BO","1"
"V1169",0,"V1169","1","BO","1"
"V1170",0,"V1170","1","BO","1"
"V1171",0,"V1171","1","BO","1"
"V1172",0,"V1172","1","BO","1"
"V1173",0,"V1173","1","BO","1"
"V1174",0,"V1174","1","BO","1"
"V1175",0,"V1175","1","BO","1"
"V1176",0,"V1176","1","BO","1"
"V1177",0,"V1177","1","BO","1"
"V1178",0,"V1178","1","BO","1"
"V1179",95.1036188108197,"V1179","1","BO","1"
"V1180",0,"V1180","1","BO","1"
"V1181",0,"V1181","1","BO","1"
"V1182",0,"V1182","1","BO","1"
"V1183",22.6583578006534,"V1183","1","BO","1"
"V1184",59.581170406754,"V1184","1","BO","1"
"V1185",0,"V1185","1","BO","1"
"V1186",0,"V1186","1","BO","1"
"V1187",35.4353381196754,"V1187","1","BO","1"
"V1188",16.4438405692313,"V1188","1","BO","1"
"V1189",0,"V1189","1","BO","1"
"V1190",0,"V1190","1","BO","1"
"V1191",0,"V1191","1","BO","1"
"V1192",0,"V1192","1","BO","1"
"V1193",0,"V1193","1","BO","1"
"V1194",90.3784133127578,"V1194","1","BO","1"
"V1195",0,"V1195","1","BO","1"
"V1196",265.829904709037,"V1196","1","BO","1"
"V1197",119.064721871501,"V1197","1","BO","1"
"V1198",28.5431476509845,"V1198","1","BO","1"
"V1199",0,"V1199","1","BO","1"
"V1200",0,"V1200","1","BO","1"
"V1201",0,"V1201","1","BO","1"
"V1202",0,"V1202","1","BO","1"
"V1203",0,"V1203","1","BO","1"
"V1204",27.3211144266419,"V1204","1","BO","1"
"V1205",0,"V1205","1","BO","1"
"V1206",76.533798194009,"V1206","1","BO","1"
"V1207",0,"V1207","1","BO","1"
"V1208",0,"V1208","1","BO","1"
"V1209",0,"V1209","1","BO","1"
"V1210",0,"V1210","1","BO","1"
"V1211",0,"V1211","1","BO","1"
"V1212",0,"V1212","1","BO","1"
"V1213",0,"V1213","1","BO","1"
"V1214",0,"V1214","1","BO","1"
"V1215",29.2999745958448,"V1215","1","BO","1"
"V1216",0,"V1216","1","BO","1"
"V1217",56.0496643728965,"V1217","1","BO","1"
"V1218",0,"V1218","1","BO","1"
"V1219",0,"V1219","1","BO","1"
"V1220",0,"V1220","1","BO","1"
"V1221",0,"V1221","1","BO","1"
"V1222",0,"V1222","1","BO","1"
"V1223",0,"V1223","1","BO","1"
"V1224",0,"V1224","1","BO","1"
"V1225",0,"V1225","1","BO","1"
"V1226",0,"V1226","1","BO","1"
"V1227",0,"V1227","1","BO","1"
"V1228",0,"V1228","1","BO","1"
"V1229",0,"V1229","1","BO","1"
"V1230",0,"V1230","1","BO","1"
"V1231",37.538052429972,"V1231","1","BO","1"
"V1232",0,"V1232","1","BO","1"
"V1233",0,"V1233","1","BO","1"
"V1234",0,"V1234","1","BO","1"
"V1235",75.9842304833276,"V1235","1","BO","1"
"V1236",0,"V1236","1","BO","1"
"V1237",0,"V1237","1","BO","1"
"V1238",0,"V1238","1","BO","1"
"V1239",0,"V1239","1","BO","1"
"V1240",0,"V1240","1","BO","1"
"V1241",0,"V1241","1","BO","1"
"V1242",0,"V1242","1","BO","1"
"V1243",184.920421215382,"V1243","1","BO","1"
"V1244",59.3335508688819,"V1244","1","BO","1"
"V1245",0,"V1245","1","BO","1"
"V1246",0,"V1246","1","BO","1"
"V1247",0,"V1247","1","BO","1"
"V1248",194.771994796774,"V1248","1","BO","1"
"V1249",0,"V1249","1","BO","1"
"V1250",0,"V1250","1","BO","1"
"V1251",0,"V1251","1","BO","1"
"V1252",0,"V1252","1","BO","1"
"V1253",0,"V1253","1","BO","1"
"V1254",146.084170256695,"V1254","1","BO","1"
"V1255",0,"V1255","1","BO","1"
"V1256",0,"V1256","1","BO","1"
"V1257",0,"V1257","1","BO","1"
"V1258",30.7033288944887,"V1258","1","BO","1"
"V1259",0,"V1259","1","BO","1"
"V1260",66.0131984556664,"V1260","1","BO","1"
"V1261",0,"V1261","1","BO","1"
"V1262",0,"V1262","1","BO","1"
"V1263",0,"V1263","1","BO","1"
"V1264",0,"V1264","1","BO","1"
"V1265",0,"V1265","1","BO","1"
"V1266",0,"V1266","1","BO","1"
"V1267",44.2065999609041,"V1267","1","BO","1"
"V1268",0,"V1268","1","BO","1"
"V1269",33.5042292080578,"V1269","1","BO","1"
"V1270",39.527998609803,"V1270","1","BO","1"
"V1271",0,"V1271","1","BO","1"
"V1272",0,"V1272","1","BO","1"
"V1273",0,"V1273","1","BO","1"
"V1274",0,"V1274","1","BO","1"
"V1275",0,"V1275","1","BO","1"
"V1276",0,"V1276","1","BO","1"
"V1277",0,"V1277","1","BO","1"
"V1278",0,"V1278","1","BO","1"
"V1279",0,"V1279","1","BO","1"
"V1280",0,"V1280","1","BO","1"
"V1281",0,"V1281","1","BO","1"
"V1282",0,"V1282","1","BO","1"
"V1283",0,"V1283","1","BO","1"
"V1284",0,"V1284","1","BO","1"
"V1285",0,"V1285","1","BO","1"
"V1286",0,"V1286","1","BO","1"
"V1287",56.0989122324977,"V1287","1","BO","1"
"V1288",0,"V1288","1","BO","1"
"V1289",0,"V1289","1","BO","1"
"V1290",0,"V1290","1","BO","1"
"V1291",0,"V1291","1","BO","1"
"V1292",0,"V1292","1","BO","1"
"V1293",0,"V1293","1","BO","1"
"V1294",23.0653886238384,"V1294","1","BO","1"
"V1295",0,"V1295","1","BO","1"
"V1296",0,"V1296","1","BO","1"
"V1297",0,"V1297","1","BO","1"
"V1298",0,"V1298","1","BO","1"
"V1299",50.8601055613993,"V1299","1","BO","1"
"V1300",34.2194482292073,"V1300","1","BO","1"
"V1301",0,"V1301","1","BO","1"
"V1302",69.7683504324772,"V1302","1","BO","1"
"V1303",15.6836887704526,"V1303","1","BO","1"
"V1304",33.6160880877406,"V1304","1","BO","1"
"V1305",0,"V1305","1","BO","1"
"V1306",65.8967607112125,"V1306","1","BO","1"
"V1307",0,"V1307","1","BO","1"
"V1308",0,"V1308","1","BO","1"
"V1309",0,"V1309","1","BO","1"
"V1310",0,"V1310","1","BO","1"
"V1311",0,"V1311","1","BO","1"
"V1312",0,"V1312","1","BO","1"
"V1313",0,"V1313","1","BO","1"
"V1314",0,"V1314","1","BO","1"
"V1315",0,"V1315","1","BO","1"
"V1316",0,"V1316","1","BO","1"
"V1317",48.0068735549657,"V1317","1","BO","1"
"V1318",0,"V1318","1","BO","1"
"V1319",0,"V1319","1","BO","1"
"V1320",0,"V1320","1","BO","1"
"V1321",0,"V1321","1","BO","1"
"V1322",0,"V1322","1","BO","1"
"V1323",0,"V1323","1","BO","1"
"V1324",0,"V1324","1","BO","1"
"V1325",0,"V1325","1","BO","1"
"V1326",0,"V1326","1","BO","1"
"V1327",29.2218006191677,"V1327","1","BO","1"
"V1328",24.3275802010371,"V1328","1","BO","1"
"V1329",0,"V1329","1","BO","1"
"V1330",0,"V1330","1","BO","1"
"V1331",89.9889180680163,"V1331","1","BO","1"
"V1332",0,"V1332","1","BO","1"
"V1333",0,"V1333","1","BO","1"
"V1334",0,"V1334","1","BO","1"
"V1335",0,"V1335","1","BO","1"
"V1336",0,"V1336","1","BO","1"
"V1337",26.8250044952629,"V1337","1","BO","1"
"V1338",33.3290468710798,"V1338","1","BO","1"
"V1339",73.7806306838194,"V1339","1","BO","1"
"V1340",0,"V1340","1","BO","1"
"V1341",0,"V1341","1","BO","1"
"V1342",0,"V1342","1","BO","1"
"V1343",0,"V1343","1","BO","1"
"V1344",0,"V1344","1","BO","1"
"V1345",0,"V1345","1","BO","1"
"V1346",0,"V1346","1","BO","1"
"V1347",0,"V1347","1","BO","1"
"V1348",0,"V1348","1","BO","1"
"V1349",0,"V1349","1","BO","1"
"V1350",0,"V1350","1","BO","1"
"V1351",0,"V1351","1","BO","1"
"V1352",66.3607551379928,"V1352","1","BO","1"
"V1353",40.4499423502994,"V1353","1","BO","1"
"V1354",0,"V1354","1","BO","1"
"V1355",0,"V1355","1","BO","1"
"V1356",0,"V1356","1","BO","1"
"V1357",0,"V1357","1","BO","1"
"V1358",0,"V1358","1","BO","1"
"V1359",0,"V1359","1","BO","1"
"V1360",0,"V1360","1","BO","1"
"V1361",0,"V1361","1","BO","1"
"V1362",0,"V1362","1","BO","1"
"V1363",59.8988388331276,"V1363","1","BO","1"
"V1364",0,"V1364","1","BO","1"
"V1365",0,"V1365","1","BO","1"
"V1366",0,"V1366","1","BO","1"
"V1367",0,"V1367","1","BO","1"
"V1368",0,"V1368","1","BO","1"
"V1369",42.068609121266,"V1369","1","BO","1"
"V1370",0,"V1370","1","BO","1"
"V1371",0,"V1371","1","BO","1"
"V1372",0,"V1372","1","BO","1"
"V1373",25.0316125963046,"V1373","1","BO","1"
"V1374",27.9403457945667,"V1374","1","BO","1"
"V1375",32.6081519163471,"V1375","1","BO","1"
"V1376",0,"V1376","1","BO","1"
"V1377",83.3411122782404,"V1377","1","BO","1"
"V1378",0,"V1378","1","BO","1"
"V1379",0,"V1379","1","BO","1"
"V1380",0,"V1380","1","BO","1"
"V1381",0,"V1381","1","BO","1"
"V1382",0,"V1382","1","BO","1"
"V1383",0,"V1383","1","BO","1"
"V1384",0,"V1384","1","BO","1"
"V1385",343.197214557915,"V1385","1","BO","1"
"V1386",0,"V1386","1","BO","1"
"V1387",26.0024270865663,"V1387","1","BO","1"
"V1388",0,"V1388","1","BO","1"
"V1389",0,"V1389","1","BO","1"
