"","Overall","marker","n.fold","method","variable"
"V583",0.943296185023186,"V583","1","RF","1"
"V584",1.07908718350407,"V584","1","RF","1"
"V585",1.94896925812312,"V585","1","RF","1"
"V586",4.04316501450545,"V586","1","RF","1"
"V587",3.30753776238462,"V587","1","RF","1"
"V588",5.59382986702981,"V588","1","RF","1"
"V589",1.53232364264505,"V589","1","RF","1"
"V590",1.44991022472595,"V590","1","RF","1"
"V591",2.16150203889904,"V591","1","RF","1"
"V592",1.13064417367124,"V592","1","RF","1"
"V593",1.60182594928976,"V593","1","RF","1"
"V594",2.10440496726868,"V594","1","RF","1"
"V595",1.88977179503215,"V595","1","RF","1"
"V596",1.49946204069878,"V596","1","RF","1"
"V597",3.2372372264717,"V597","1","RF","1"
"V598",2.1393109582489,"V598","1","RF","1"
"V599",5.09867168112645,"V599","1","RF","1"
"V600",11.6596774566685,"V600","1","RF","1"
"V601",9.34489762781224,"V601","1","RF","1"
"V602",9.90234000082965,"V602","1","RF","1"
"V603",16.4997851235971,"V603","1","RF","1"
"V604",6.60604981805579,"V604","1","RF","1"
"V605",13.7325457007485,"V605","1","RF","1"
"V606",12.3366887229792,"V606","1","RF","1"
"V607",2.08210239954218,"V607","1","RF","1"
"V608",3.96824947024408,"V608","1","RF","1"
"V609",2.02062864127001,"V609","1","RF","1"
"V610",3.26893691026231,"V610","1","RF","1"
"V611",3.13856899755156,"V611","1","RF","1"
"V612",4.52831834132038,"V612","1","RF","1"
"V613",1.6682095163904,"V613","1","RF","1"
"V614",3.40430205621884,"V614","1","RF","1"
"V615",3.62527811748722,"V615","1","RF","1"
"V616",5.49916038329967,"V616","1","RF","1"
"V617",4.28372069209135,"V617","1","RF","1"
"V618",3.56807513001872,"V618","1","RF","1"
"V619",2.25866288550354,"V619","1","RF","1"
"V620",3.29958178346392,"V620","1","RF","1"
"V621",1.67719857197318,"V621","1","RF","1"
"V622",2.26854988237039,"V622","1","RF","1"
"V623",4.66563331594457,"V623","1","RF","1"
"V624",6.06733338585584,"V624","1","RF","1"
"V625",3.34546574734529,"V625","1","RF","1"
"V626",4.30273253424453,"V626","1","RF","1"
"V627",1.75146804710379,"V627","1","RF","1"
"V628",1.23389586832796,"V628","1","RF","1"
"V629",5.33298185545216,"V629","1","RF","1"
"V630",2.94237265893888,"V630","1","RF","1"
"V631",7.54993606527207,"V631","1","RF","1"
"V632",2.74388317673185,"V632","1","RF","1"
"V633",4.27597614272926,"V633","1","RF","1"
"V634",4.29854724014045,"V634","1","RF","1"
"V635",2.27755758077494,"V635","1","RF","1"
"V636",3.97492284843047,"V636","1","RF","1"
"V637",2.94169320722329,"V637","1","RF","1"
"V638",1.73589899529438,"V638","1","RF","1"
"V639",2.7295667554542,"V639","1","RF","1"
"V640",3.19280096782322,"V640","1","RF","1"
"V641",2.20489477735165,"V641","1","RF","1"
"V642",2.3820350886904,"V642","1","RF","1"
"V643",3.34781014249644,"V643","1","RF","1"
"V644",4.01986369036361,"V644","1","RF","1"
"V645",2.96432105507322,"V645","1","RF","1"
"V646",2.46611799216563,"V646","1","RF","1"
"V647",2.76464260552805,"V647","1","RF","1"
"V648",2.10224735520645,"V648","1","RF","1"
"V649",2.1335524176918,"V649","1","RF","1"
"V650",1.10831313911232,"V650","1","RF","1"
"V651",3.00253232885084,"V651","1","RF","1"
"V652",2.33287801619998,"V652","1","RF","1"
"V653",0.597675393944946,"V653","1","RF","1"
"V654",1.58814224108674,"V654","1","RF","1"
"V655",0.574314152013511,"V655","1","RF","1"
"V656",1.78961303803875,"V656","1","RF","1"
"V657",1.11241713187565,"V657","1","RF","1"
"V658",1.90819240322401,"V658","1","RF","1"
"V659",2.19268102723362,"V659","1","RF","1"
"V660",2.11859411646261,"V660","1","RF","1"
"V661",2.38601635254163,"V661","1","RF","1"
"V662",1.57343957661247,"V662","1","RF","1"
"V663",1.76252522276661,"V663","1","RF","1"
"V664",9.2798306022942,"V664","1","RF","1"
"V665",3.94161207176842,"V665","1","RF","1"
"V666",2.89419648906666,"V666","1","RF","1"
"V667",5.65329414000002,"V667","1","RF","1"
"V668",1.58412452607238,"V668","1","RF","1"
"V669",3.90587962945891,"V669","1","RF","1"
"V670",6.53806826056194,"V670","1","RF","1"
"V671",4.95908412573992,"V671","1","RF","1"
"V672",1.38351767089075,"V672","1","RF","1"
"V673",3.79330872914499,"V673","1","RF","1"
"V674",1.32525007481999,"V674","1","RF","1"
"V675",1.61704954930545,"V675","1","RF","1"
"V676",1.12054671394838,"V676","1","RF","1"
"V677",1.70009882564238,"V677","1","RF","1"
"V678",1.07938379415841,"V678","1","RF","1"
"V679",4.7699515172295,"V679","1","RF","1"
"V680",1.24703990675898,"V680","1","RF","1"
"V681",0.473047450627184,"V681","1","RF","1"
"V682",1.78465176597506,"V682","1","RF","1"
"V683",3.23660537146894,"V683","1","RF","1"
"V684",6.69747108602186,"V684","1","RF","1"
"V685",7.0730608282543,"V685","1","RF","1"
"V686",4.88863906925448,"V686","1","RF","1"
"V687",3.26609537972066,"V687","1","RF","1"
"V688",6.90207410586127,"V688","1","RF","1"
"V689",2.87681287715529,"V689","1","RF","1"
"V690",3.06355854042058,"V690","1","RF","1"
"V691",7.17782878418428,"V691","1","RF","1"
"V692",4.84025010591156,"V692","1","RF","1"
"V693",2.27922868618503,"V693","1","RF","1"
"V694",1.54952543559042,"V694","1","RF","1"
"V695",1.34985640939973,"V695","1","RF","1"
"V696",3.5243837547168,"V696","1","RF","1"
"V697",3.23785389377749,"V697","1","RF","1"
"V698",1.35290914212615,"V698","1","RF","1"
"V699",1.34465333836142,"V699","1","RF","1"
"V700",1.38678446724949,"V700","1","RF","1"
"V701",3.38659441681256,"V701","1","RF","1"
"V702",1.95691320137644,"V702","1","RF","1"
"V703",2.850880846152,"V703","1","RF","1"
"V704",4.49353124746026,"V704","1","RF","1"
"V705",4.8399797918795,"V705","1","RF","1"
"V706",2.34561498715746,"V706","1","RF","1"
"V707",3.50449499764796,"V707","1","RF","1"
"V708",2.48017320974856,"V708","1","RF","1"
"V709",3.71829787034316,"V709","1","RF","1"
"V710",1.87247828659497,"V710","1","RF","1"
"V711",1.2321338000426,"V711","1","RF","1"
"V712",2.17591663210855,"V712","1","RF","1"
"V713",0.506522266910135,"V713","1","RF","1"
"V714",4.42850385858215,"V714","1","RF","1"
"V715",3.49977375030559,"V715","1","RF","1"
"V716",4.14717382806591,"V716","1","RF","1"
"V717",4.44999523081538,"V717","1","RF","1"
"V718",2.45420119116016,"V718","1","RF","1"
"V719",8.82889242670824,"V719","1","RF","1"
"V720",4.66890603317093,"V720","1","RF","1"
"V721",2.70462207579162,"V721","1","RF","1"
"V722",1.46959515457437,"V722","1","RF","1"
"V723",4.8080196300964,"V723","1","RF","1"
"V724",6.98916751777365,"V724","1","RF","1"
"V725",2.11301726610123,"V725","1","RF","1"
"V726",4.20208218588456,"V726","1","RF","1"
"V727",3.0473294374772,"V727","1","RF","1"
"V728",2.75228513667429,"V728","1","RF","1"
"V729",3.03063504376224,"V729","1","RF","1"
"V730",4.73053545315771,"V730","1","RF","1"
"V731",1.0187070094157,"V731","1","RF","1"
"V732",1.80700511851603,"V732","1","RF","1"
"V733",4.94100719846363,"V733","1","RF","1"
"V734",2.98640361883843,"V734","1","RF","1"
"V735",6.82878676177233,"V735","1","RF","1"
"V736",6.31652219397788,"V736","1","RF","1"
"V737",1.92904207697029,"V737","1","RF","1"
"V738",5.72133426008427,"V738","1","RF","1"
"V739",6.79585450705783,"V739","1","RF","1"
"V740",1.88775305834362,"V740","1","RF","1"
"V741",2.76786152204832,"V741","1","RF","1"
"V742",3.19293737730335,"V742","1","RF","1"
"V743",1.42058836103962,"V743","1","RF","1"
"V744",2.12401222986875,"V744","1","RF","1"
"V745",1.44570969798696,"V745","1","RF","1"
"V746",0.762064302022506,"V746","1","RF","1"
"V747",1.063569588784,"V747","1","RF","1"
"V748",1.57609282775349,"V748","1","RF","1"
"V749",1.46773422864142,"V749","1","RF","1"
"V750",0.854520202215986,"V750","1","RF","1"
"V751",1.5487418394062,"V751","1","RF","1"
"V752",4.00141123895885,"V752","1","RF","1"
"V753",2.73584157459228,"V753","1","RF","1"
"V754",0.931624184813075,"V754","1","RF","1"
"V755",2.13274881054672,"V755","1","RF","1"
"V756",0.640758959343732,"V756","1","RF","1"
"V757",3.46303551095033,"V757","1","RF","1"
"V758",1.10699010886787,"V758","1","RF","1"
"V759",1.18591075594891,"V759","1","RF","1"
"V760",1.66746012412552,"V760","1","RF","1"
"V761",1.55064545522521,"V761","1","RF","1"
"V762",2.11785101212156,"V762","1","RF","1"
"V763",2.54879306197993,"V763","1","RF","1"
"V764",2.34676763231574,"V764","1","RF","1"
"V765",3.60174071503212,"V765","1","RF","1"
"V766",4.40142631348447,"V766","1","RF","1"
"V767",4.89037296001557,"V767","1","RF","1"
"V768",0.98137245410926,"V768","1","RF","1"
"V769",3.77571899956322,"V769","1","RF","1"
"V770",0.952889709195655,"V770","1","RF","1"
"V771",2.07580450013708,"V771","1","RF","1"
"V772",1.70465632064465,"V772","1","RF","1"
"V773",1.74180079328409,"V773","1","RF","1"
"V774",2.54982413818832,"V774","1","RF","1"
"V775",2.46827362996425,"V775","1","RF","1"
"V776",2.07414454059369,"V776","1","RF","1"
"V777",4.63674338169969,"V777","1","RF","1"
"V778",1.910226605496,"V778","1","RF","1"
"V779",2.54002764305061,"V779","1","RF","1"
"V780",2.27238846268964,"V780","1","RF","1"
"V781",1.23893740566835,"V781","1","RF","1"
"V782",1.32930842599631,"V782","1","RF","1"
"V783",1.51531669445635,"V783","1","RF","1"
"V784",2.13989647493802,"V784","1","RF","1"
"V785",2.95450459950937,"V785","1","RF","1"
"V786",1.23873915237477,"V786","1","RF","1"
"V787",0.945996465761847,"V787","1","RF","1"
"V788",1.32940199985231,"V788","1","RF","1"
"V789",2.16141936994458,"V789","1","RF","1"
"V790",2.95938773665896,"V790","1","RF","1"
"V791",1.55073861915486,"V791","1","RF","1"
"V792",0.730317618444948,"V792","1","RF","1"
"V793",2.45905369352392,"V793","1","RF","1"
"V794",1.61131511236407,"V794","1","RF","1"
"V795",1.60375551191885,"V795","1","RF","1"
"V796",2.52001715942819,"V796","1","RF","1"
"V797",1.95572365321374,"V797","1","RF","1"
"V798",2.65979085420525,"V798","1","RF","1"
"V799",2.05414122927795,"V799","1","RF","1"
"V800",3.19975770032914,"V800","1","RF","1"
"V801",1.74844917799249,"V801","1","RF","1"
"V802",4.04775635443333,"V802","1","RF","1"
"V803",5.66888049299055,"V803","1","RF","1"
"V804",5.28708532593931,"V804","1","RF","1"
"V805",2.7269630305437,"V805","1","RF","1"
"V806",3.79571785637885,"V806","1","RF","1"
"V807",3.44083109636268,"V807","1","RF","1"
"V808",2.3641334938694,"V808","1","RF","1"
"V809",2.63681402970177,"V809","1","RF","1"
"V810",2.34399913977199,"V810","1","RF","1"
"V811",1.86816355370922,"V811","1","RF","1"
"V812",2.73739156331742,"V812","1","RF","1"
"V813",2.30652082643312,"V813","1","RF","1"
"V814",2.90721070273401,"V814","1","RF","1"
"V815",1.0311095395196,"V815","1","RF","1"
"V816",1.30455941687956,"V816","1","RF","1"
"V817",1.96736561743953,"V817","1","RF","1"
"V818",1.98858361184804,"V818","1","RF","1"
"V819",1.99558384777377,"V819","1","RF","1"
"V820",4.10328325962596,"V820","1","RF","1"
"V821",2.54475636623329,"V821","1","RF","1"
"V822",1.82052221071146,"V822","1","RF","1"
"V823",1.65816248123494,"V823","1","RF","1"
"V824",1.45265070179948,"V824","1","RF","1"
"V825",1.96966366019973,"V825","1","RF","1"
"V826",3.2007701677719,"V826","1","RF","1"
"V827",0.792041067678797,"V827","1","RF","1"
"V828",2.25075318828384,"V828","1","RF","1"
"V829",0.857191400015698,"V829","1","RF","1"
"V830",1.33347902860236,"V830","1","RF","1"
"V831",1.85026280917282,"V831","1","RF","1"
"V832",3.27569116426555,"V832","1","RF","1"
"V833",2.41608799640116,"V833","1","RF","1"
"V834",2.46157173936246,"V834","1","RF","1"
"V835",0.51111822222849,"V835","1","RF","1"
"V836",1.23416198518182,"V836","1","RF","1"
"V837",1.61988746909959,"V837","1","RF","1"
"V838",1.92344310045005,"V838","1","RF","1"
"V839",2.08406650223026,"V839","1","RF","1"
"V840",1.326848375134,"V840","1","RF","1"
"V841",1.52833697296608,"V841","1","RF","1"
"V842",2.27625989923812,"V842","1","RF","1"
"V843",1.65070013722104,"V843","1","RF","1"
"V844",1.1968951964843,"V844","1","RF","1"
"V845",1.3934085888773,"V845","1","RF","1"
"V846",2.09389809514618,"V846","1","RF","1"
"V847",1.68423036122535,"V847","1","RF","1"
"V848",1.58316166793525,"V848","1","RF","1"
"V849",1.61451483024383,"V849","1","RF","1"
"V850",2.27132081889958,"V850","1","RF","1"
"V851",1.67242513064098,"V851","1","RF","1"
"V852",2.18526884143597,"V852","1","RF","1"
"V853",1.29166216491391,"V853","1","RF","1"
"V854",2.04250227678099,"V854","1","RF","1"
"V855",1.28679244927378,"V855","1","RF","1"
"V856",1.3153310323,"V856","1","RF","1"
"V857",1.62875626779583,"V857","1","RF","1"
"V858",1.42767099833894,"V858","1","RF","1"
"V859",1.34693540568242,"V859","1","RF","1"
"V860",1.11336721203698,"V860","1","RF","1"
"V861",1.49885908250251,"V861","1","RF","1"
"V862",2.01699692375891,"V862","1","RF","1"
"V863",1.62484380128849,"V863","1","RF","1"
"V864",2.73304193553803,"V864","1","RF","1"
"V865",1.53916190969262,"V865","1","RF","1"
"V866",1.34178009174514,"V866","1","RF","1"
"V867",1.1696172231713,"V867","1","RF","1"
"V868",0.644952557915009,"V868","1","RF","1"
"V869",1.77157522205161,"V869","1","RF","1"
"V870",1.5301040709408,"V870","1","RF","1"
"V871",1.00720843042211,"V871","1","RF","1"
"V872",1.63957664747582,"V872","1","RF","1"
"V873",1.27994946868479,"V873","1","RF","1"
"V874",2.18284310009246,"V874","1","RF","1"
"V875",1.35644663211679,"V875","1","RF","1"
"V876",0.958002189981748,"V876","1","RF","1"
"V877",2.60174932692112,"V877","1","RF","1"
"V878",1.73517644714982,"V878","1","RF","1"
"V879",1.2763972302586,"V879","1","RF","1"
"V880",1.60510221027356,"V880","1","RF","1"
"V881",3.03515348027771,"V881","1","RF","1"
"V882",0.862606462319149,"V882","1","RF","1"
"V883",0.922647681152142,"V883","1","RF","1"
"V884",2.0870514777659,"V884","1","RF","1"
"V885",0.902750679046731,"V885","1","RF","1"
"V886",2.76578640219824,"V886","1","RF","1"
"V887",3.04483510890361,"V887","1","RF","1"
"V888",0.858829377745192,"V888","1","RF","1"
"V889",4.41215250457563,"V889","1","RF","1"
"V890",2.03443149493643,"V890","1","RF","1"
"V891",1.1278193749938,"V891","1","RF","1"
"V892",1.0158667318499,"V892","1","RF","1"
"V893",2.32280543628967,"V893","1","RF","1"
"V894",1.53508675652818,"V894","1","RF","1"
"V895",1.10230234721412,"V895","1","RF","1"
"V896",2.06094288833541,"V896","1","RF","1"
"V897",0.886185620048383,"V897","1","RF","1"
"V898",1.38136965876917,"V898","1","RF","1"
"V899",2.59519234113407,"V899","1","RF","1"
"V900",1.78563045767935,"V900","1","RF","1"
"V901",1.79320362206752,"V901","1","RF","1"
"V902",1.38056563784982,"V902","1","RF","1"
"V903",2.04736780940677,"V903","1","RF","1"
"V904",3.2585058281521,"V904","1","RF","1"
"V905",2.81388644949331,"V905","1","RF","1"
"V906",2.20554815117622,"V906","1","RF","1"
"V907",2.49981240852744,"V907","1","RF","1"
"V908",1.64242621155671,"V908","1","RF","1"
"V909",3.34845893958815,"V909","1","RF","1"
"V910",1.51939767997827,"V910","1","RF","1"
"V911",1.33701099475311,"V911","1","RF","1"
"V912",1.79422909835982,"V912","1","RF","1"
"V913",2.480923296917,"V913","1","RF","1"
"V914",2.49916238127573,"V914","1","RF","1"
"V915",2.93174049620809,"V915","1","RF","1"
"V916",3.2064610473938,"V916","1","RF","1"
"V917",3.32596372249083,"V917","1","RF","1"
"V918",1.80720938436833,"V918","1","RF","1"
"V919",1.13967936770816,"V919","1","RF","1"
"V920",1.37579773089493,"V920","1","RF","1"
"V921",1.72154975652152,"V921","1","RF","1"
"V922",2.5714492653566,"V922","1","RF","1"
"V923",3.87106724810812,"V923","1","RF","1"
"V924",4.04506249770874,"V924","1","RF","1"
"V925",2.08321814989563,"V925","1","RF","1"
"V926",2.44775261824375,"V926","1","RF","1"
"V927",3.29988810332611,"V927","1","RF","1"
"V928",2.32321583301415,"V928","1","RF","1"
"V929",3.32599092547075,"V929","1","RF","1"
"V930",2.07068183150722,"V930","1","RF","1"
"V931",3.60363064571481,"V931","1","RF","1"
"V932",2.01074085024023,"V932","1","RF","1"
"V933",1.89317207950594,"V933","1","RF","1"
"V934",1.69247315254369,"V934","1","RF","1"
"V935",0.860675633220852,"V935","1","RF","1"
"V936",1.52673365954467,"V936","1","RF","1"
"V937",3.82130063938192,"V937","1","RF","1"
"V938",2.16754764900172,"V938","1","RF","1"
"V939",2.3027839195627,"V939","1","RF","1"
"V940",5.35684240509801,"V940","1","RF","1"
"V941",5.58691732682397,"V941","1","RF","1"
"V942",1.54872925792919,"V942","1","RF","1"
"V943",2.295223574997,"V943","1","RF","1"
"V944",2.86396317771529,"V944","1","RF","1"
"V945",1.43400549250508,"V945","1","RF","1"
"V946",6.609381257102,"V946","1","RF","1"
"V947",2.1642309965899,"V947","1","RF","1"
"V948",2.00460228334184,"V948","1","RF","1"
"V949",1.61422382697887,"V949","1","RF","1"
"V950",2.07228034550594,"V950","1","RF","1"
"V951",2.23845507280544,"V951","1","RF","1"
"V952",3.63329212332759,"V952","1","RF","1"
"V953",3.20146168622277,"V953","1","RF","1"
"V954",1.68766206204453,"V954","1","RF","1"
"V955",1.96568381812748,"V955","1","RF","1"
"V956",1.87495405955261,"V956","1","RF","1"
"V957",3.04852294413966,"V957","1","RF","1"
"V958",2.67441900945362,"V958","1","RF","1"
"V959",1.6810460526764,"V959","1","RF","1"
"V960",3.3063931197374,"V960","1","RF","1"
"V961",3.75677745838281,"V961","1","RF","1"
"V962",4.60617385685433,"V962","1","RF","1"
"V963",2.69017037512514,"V963","1","RF","1"
"V964",2.71163916370142,"V964","1","RF","1"
"V965",1.74610856385788,"V965","1","RF","1"
"V966",2.22744781227711,"V966","1","RF","1"
"V967",3.5947082916798,"V967","1","RF","1"
"V968",4.95439442365738,"V968","1","RF","1"
"V969",3.89961318936815,"V969","1","RF","1"
"V970",1.96932916612929,"V970","1","RF","1"
"V971",2.28605481750389,"V971","1","RF","1"
"V972",1.74654473703576,"V972","1","RF","1"
"V973",2.24790034647174,"V973","1","RF","1"
"V974",3.08440017586717,"V974","1","RF","1"
"V975",5.53983938810403,"V975","1","RF","1"
"V976",1.27841944878956,"V976","1","RF","1"
"V977",1.92462672760025,"V977","1","RF","1"
"V978",1.79513690132503,"V978","1","RF","1"
"V979",1.18433203261957,"V979","1","RF","1"
"V980",0.414489936364294,"V980","1","RF","1"
"V981",1.30239160369088,"V981","1","RF","1"
"V982",3.12686435500742,"V982","1","RF","1"
"V983",3.10252237238839,"V983","1","RF","1"
"V984",2.31009914721325,"V984","1","RF","1"
"V985",2.64503547497402,"V985","1","RF","1"
"V986",4.60696436214833,"V986","1","RF","1"
"V987",6.32730428215635,"V987","1","RF","1"
"V988",3.19117076411527,"V988","1","RF","1"
"V989",7.45006472460179,"V989","1","RF","1"
"V990",6.57081696314116,"V990","1","RF","1"
"V991",7.01647706040453,"V991","1","RF","1"
"V992",3.43488465344705,"V992","1","RF","1"
"V993",1.51744381554004,"V993","1","RF","1"
"V994",2.68305692978644,"V994","1","RF","1"
"V995",1.94238307593974,"V995","1","RF","1"
"V996",5.11876745563556,"V996","1","RF","1"
"V997",6.87399877139492,"V997","1","RF","1"
"V998",3.70136078291985,"V998","1","RF","1"
"V999",1.23301392077522,"V999","1","RF","1"
"V1000",5.48780507345159,"V1000","1","RF","1"
"V1001",9.38837328165247,"V1001","1","RF","1"
"V1002",6.91032061250514,"V1002","1","RF","1"
"V1003",14.2796482512019,"V1003","1","RF","1"
"V1004",6.13514105050729,"V1004","1","RF","1"
"V1005",4.83048572936134,"V1005","1","RF","1"
"V1006",4.07496078350519,"V1006","1","RF","1"
"V1007",2.51419717272325,"V1007","1","RF","1"
"V1008",1.50816584424032,"V1008","1","RF","1"
"V1009",0.960415458887989,"V1009","1","RF","1"
"V1010",1.41010833546078,"V1010","1","RF","1"
"V1011",3.42436548142928,"V1011","1","RF","1"
"V1012",3.22670629144233,"V1012","1","RF","1"
"V1013",4.20271769814634,"V1013","1","RF","1"
"V1014",2.03434165163157,"V1014","1","RF","1"
"V1015",3.1353821649001,"V1015","1","RF","1"
"V1016",2.22547164872348,"V1016","1","RF","1"
"V1017",2.09889435266959,"V1017","1","RF","1"
"V1018",0.701692565482569,"V1018","1","RF","1"
"V1019",1.97377938741523,"V1019","1","RF","1"
"V1020",1.63330582117796,"V1020","1","RF","1"
"V1021",1.76857457458213,"V1021","1","RF","1"
"V1022",2.63770405539319,"V1022","1","RF","1"
"V1023",2.50583685407507,"V1023","1","RF","1"
"V1024",1.4062409768199,"V1024","1","RF","1"
"V1025",1.38216832848261,"V1025","1","RF","1"
"V1026",3.04226962648429,"V1026","1","RF","1"
