"","Overall","marker","n.fold","method","variable"
"V559",1.695896268832,"V559","1","BAG","1"
"V560",1.01852091092457,"V560","1","BAG","1"
"V561",0.984341569937842,"V561","1","BAG","1"
"V562",2.75255567290331,"V562","1","BAG","1"
"V563",1.13733104040214,"V563","1","BAG","1"
"V564",1.68447049687865,"V564","1","BAG","1"
"V565",2.53883433049266,"V565","1","BAG","1"
"V566",4.58090071081126,"V566","1","BAG","1"
"V567",3.02529946066354,"V567","1","BAG","1"
"V568",1.85355695356513,"V568","1","BAG","1"
"V569",3.16123422266439,"V569","1","BAG","1"
"V570",2.87345766425113,"V570","1","BAG","1"
"V571",3.40832316037743,"V571","1","BAG","1"
"V572",1.26424213142902,"V572","1","BAG","1"
"V573",1.4410960070589,"V573","1","BAG","1"
"V574",1.15835279270192,"V574","1","BAG","1"
"V575",0.905537677481023,"V575","1","BAG","1"
"V576",1.4573508296705,"V576","1","BAG","1"
"V577",1.57276345713083,"V577","1","BAG","1"
"V578",1.13967333042224,"V578","1","BAG","1"
"V579",0.759418452880595,"V579","1","BAG","1"
"V580",2.11397871908607,"V580","1","BAG","1"
"V581",1.76544661848948,"V581","1","BAG","1"
"V582",0.94606287691785,"V582","1","BAG","1"
"V583",2.08141372975021,"V583","1","BAG","1"
"V584",1.10798465438715,"V584","1","BAG","1"
"V585",2.39775300138045,"V585","1","BAG","1"
"V586",2.24371628144974,"V586","1","BAG","1"
"V587",1.91370089932284,"V587","1","BAG","1"
"V588",3.93918104413512,"V588","1","BAG","1"
"V589",0.911369076947594,"V589","1","BAG","1"
"V590",6.89322612393279,"V590","1","BAG","1"
"V591",2.19545086799471,"V591","1","BAG","1"
"V592",1.21202499352159,"V592","1","BAG","1"
"V593",1.85035284623939,"V593","1","BAG","1"
"V594",2.12393639861296,"V594","1","BAG","1"
"V595",1.58566700186725,"V595","1","BAG","1"
"V596",1.40040615136426,"V596","1","BAG","1"
"V597",0.882921190746365,"V597","1","BAG","1"
"V598",3.36041002661872,"V598","1","BAG","1"
"V599",2.43941587603993,"V599","1","BAG","1"
"V600",10.266027023178,"V600","1","BAG","1"
"V601",4.54749632805043,"V601","1","BAG","1"
"V602",8.53197390182674,"V602","1","BAG","1"
"V603",31.2550000904662,"V603","1","BAG","1"
"V604",3.14178580122318,"V604","1","BAG","1"
"V605",12.6899511459694,"V605","1","BAG","1"
"V606",11.9770740853725,"V606","1","BAG","1"
"V607",1.38961980085843,"V607","1","BAG","1"
"V608",2.16169402220647,"V608","1","BAG","1"
"V609",1.7511286718377,"V609","1","BAG","1"
"V610",1.55283337596212,"V610","1","BAG","1"
"V611",3.27405414688584,"V611","1","BAG","1"
"V612",1.73694972487864,"V612","1","BAG","1"
"V613",2.34766353452272,"V613","1","BAG","1"
"V614",6.55963177668804,"V614","1","BAG","1"
"V615",2.941917761957,"V615","1","BAG","1"
"V616",3.40600980082371,"V616","1","BAG","1"
"V617",3.23257105004406,"V617","1","BAG","1"
"V618",4.87644986885453,"V618","1","BAG","1"
"V619",4.85033744004819,"V619","1","BAG","1"
"V620",1.3418778891952,"V620","1","BAG","1"
"V621",2.67583613279482,"V621","1","BAG","1"
"V622",2.5911434232429,"V622","1","BAG","1"
"V623",2.09467342142987,"V623","1","BAG","1"
"V624",6.17815479703334,"V624","1","BAG","1"
"V625",5.49722911349789,"V625","1","BAG","1"
"V626",2.6661039111596,"V626","1","BAG","1"
"V627",1.60754578767179,"V627","1","BAG","1"
"V628",1.79726427724351,"V628","1","BAG","1"
"V629",4.68980128662571,"V629","1","BAG","1"
"V630",4.78668863326568,"V630","1","BAG","1"
"V631",13.1059480626348,"V631","1","BAG","1"
"V632",2.09351629364601,"V632","1","BAG","1"
"V633",7.04715804072088,"V633","1","BAG","1"
"V634",7.56529201220748,"V634","1","BAG","1"
"V635",1.82405590498485,"V635","1","BAG","1"
"V636",2.38006681901854,"V636","1","BAG","1"
"V637",2.7541247957529,"V637","1","BAG","1"
"V638",3.67845030972036,"V638","1","BAG","1"
"V639",1.51154747383028,"V639","1","BAG","1"
"V640",3.40641485870828,"V640","1","BAG","1"
"V641",0.545859787209267,"V641","1","BAG","1"
"V642",2.20028472446312,"V642","1","BAG","1"
"V643",3.55256596401071,"V643","1","BAG","1"
"V644",5.35179807079239,"V644","1","BAG","1"
"V645",4.82474082490161,"V645","1","BAG","1"
"V646",3.02009972680415,"V646","1","BAG","1"
"V647",2.7474512596535,"V647","1","BAG","1"
"V648",1.49412214897633,"V648","1","BAG","1"
"V649",2.2231211537658,"V649","1","BAG","1"
"V650",1.89011334425671,"V650","1","BAG","1"
"V651",1.30240266084582,"V651","1","BAG","1"
"V652",1.64430645487121,"V652","1","BAG","1"
"V653",2.56959735015413,"V653","1","BAG","1"
"V654",1.16425311066554,"V654","1","BAG","1"
"V655",1.12621730964322,"V655","1","BAG","1"
"V656",2.05311742403035,"V656","1","BAG","1"
"V657",2.8723082912937,"V657","1","BAG","1"
"V658",3.09340058368566,"V658","1","BAG","1"
"V659",1.32735173371616,"V659","1","BAG","1"
"V660",2.09765332649621,"V660","1","BAG","1"
"V661",1.26572579666864,"V661","1","BAG","1"
"V662",2.27995982686222,"V662","1","BAG","1"
"V663",6.73185700274091,"V663","1","BAG","1"
"V664",7.90750111835327,"V664","1","BAG","1"
"V665",4.31625781312001,"V665","1","BAG","1"
"V666",2.38021319903825,"V666","1","BAG","1"
"V667",3.57324494843987,"V667","1","BAG","1"
"V668",3.21686817268613,"V668","1","BAG","1"
"V669",8.66806655074731,"V669","1","BAG","1"
"V670",3.59661003162551,"V670","1","BAG","1"
"V671",2.36605867131585,"V671","1","BAG","1"
"V672",1.0603181520629,"V672","1","BAG","1"
"V673",7.13519007523203,"V673","1","BAG","1"
"V674",2.94746348895322,"V674","1","BAG","1"
"V675",1.99088432551228,"V675","1","BAG","1"
"V676",1.02472600934546,"V676","1","BAG","1"
"V677",2.03426437499556,"V677","1","BAG","1"
"V678",2.93421271762254,"V678","1","BAG","1"
"V679",2.08391257348245,"V679","1","BAG","1"
"V680",1.54404519914659,"V680","1","BAG","1"
"V681",1.18034590260205,"V681","1","BAG","1"
"V682",1.95137430222689,"V682","1","BAG","1"
"V683",4.73559896406971,"V683","1","BAG","1"
"V684",5.19176353942262,"V684","1","BAG","1"
"V685",6.6372755075955,"V685","1","BAG","1"
"V686",4.79728002579675,"V686","1","BAG","1"
"V687",0.88729960422179,"V687","1","BAG","1"
"V688",2.6349603629313,"V688","1","BAG","1"
"V689",1.43807938214734,"V689","1","BAG","1"
"V690",1.41955750573822,"V690","1","BAG","1"
"V691",9.75982669701298,"V691","1","BAG","1"
"V692",6.74250644080666,"V692","1","BAG","1"
"V693",0.875617002133964,"V693","1","BAG","1"
"V694",2.95226990325423,"V694","1","BAG","1"
"V695",1.44734850265784,"V695","1","BAG","1"
"V696",2.7676881875917,"V696","1","BAG","1"
"V697",8.01815772731833,"V697","1","BAG","1"
"V698",0.955846385112615,"V698","1","BAG","1"
"V699",1.19469692277533,"V699","1","BAG","1"
"V700",1.98985636857191,"V700","1","BAG","1"
"V701",1.90918258277078,"V701","1","BAG","1"
"V702",3.66840827713381,"V702","1","BAG","1"
"V703",3.34691554135346,"V703","1","BAG","1"
"V704",4.21365991075211,"V704","1","BAG","1"
"V705",3.94028552584271,"V705","1","BAG","1"
"V706",3.6152157455486,"V706","1","BAG","1"
"V707",2.40891804805104,"V707","1","BAG","1"
"V708",3.21071988418925,"V708","1","BAG","1"
"V709",2.51259781303433,"V709","1","BAG","1"
"V710",1.46632767416974,"V710","1","BAG","1"
"V711",1.28356020224551,"V711","1","BAG","1"
"V712",2.31083209117562,"V712","1","BAG","1"
"V713",0.784536816403406,"V713","1","BAG","1"
"V714",1.86090218189516,"V714","1","BAG","1"
"V715",3.48651813608157,"V715","1","BAG","1"
"V716",1.99333067692512,"V716","1","BAG","1"
"V717",4.91383549242725,"V717","1","BAG","1"
"V718",2.64168508148111,"V718","1","BAG","1"
"V719",14.6280095581357,"V719","1","BAG","1"
"V720",0.803321005366427,"V720","1","BAG","1"
"V721",1.67596124613094,"V721","1","BAG","1"
"V722",1.67598362187344,"V722","1","BAG","1"
"V723",1.35260743707554,"V723","1","BAG","1"
"V724",1.83348228218798,"V724","1","BAG","1"
"V725",2.54504616183465,"V725","1","BAG","1"
"V726",11.6361980483707,"V726","1","BAG","1"
"V727",2.8290038691229,"V727","1","BAG","1"
"V728",2.15827326207366,"V728","1","BAG","1"
"V729",4.27494162335709,"V729","1","BAG","1"
"V730",1.96525289993518,"V730","1","BAG","1"
"V731",2.44404390126119,"V731","1","BAG","1"
"V732",2.48997313805394,"V732","1","BAG","1"
"V733",3.77858642424647,"V733","1","BAG","1"
"V734",3.04327668208356,"V734","1","BAG","1"
"V735",8.39287145549196,"V735","1","BAG","1"
"V736",3.08160555047645,"V736","1","BAG","1"
"V737",0.968430223738895,"V737","1","BAG","1"
"V738",10.5830471856099,"V738","1","BAG","1"
"V739",6.61142596203189,"V739","1","BAG","1"
"V740",0.866929977631139,"V740","1","BAG","1"
"V741",2.19216673700458,"V741","1","BAG","1"
"V742",3.488933258404,"V742","1","BAG","1"
"V743",2.48231219450175,"V743","1","BAG","1"
"V744",0.677627825594742,"V744","1","BAG","1"
"V745",0.82728969232931,"V745","1","BAG","1"
"V746",1.90112152720816,"V746","1","BAG","1"
"V747",1.13055255843177,"V747","1","BAG","1"
"V748",1.76136816022433,"V748","1","BAG","1"
"V749",1.24748105967022,"V749","1","BAG","1"
"V750",1.79027020444319,"V750","1","BAG","1"
"V751",1.94576332912394,"V751","1","BAG","1"
"V752",3.33658992469345,"V752","1","BAG","1"
"V753",2.73525403310833,"V753","1","BAG","1"
"V754",1.25725046432681,"V754","1","BAG","1"
"V755",2.06189294396962,"V755","1","BAG","1"
"V756",1.08277223193978,"V756","1","BAG","1"
"V757",2.22003786102633,"V757","1","BAG","1"
"V758",1.34255565103321,"V758","1","BAG","1"
"V759",0.780907304791436,"V759","1","BAG","1"
"V760",6.04696461543932,"V760","1","BAG","1"
"V761",0.915689687826134,"V761","1","BAG","1"
"V762",1.71851466477865,"V762","1","BAG","1"
"V763",1.50651214283192,"V763","1","BAG","1"
"V764",2.2420043996145,"V764","1","BAG","1"
"V765",2.32467911201295,"V765","1","BAG","1"
"V766",1.41678507365535,"V766","1","BAG","1"
"V767",4.8781016473492,"V767","1","BAG","1"
"V768",1.54854389038572,"V768","1","BAG","1"
"V769",1.43906355046204,"V769","1","BAG","1"
"V770",1.23676864928119,"V770","1","BAG","1"
"V771",2.55753752969598,"V771","1","BAG","1"
"V772",4.82831184827384,"V772","1","BAG","1"
"V773",1.98045561049063,"V773","1","BAG","1"
"V774",1.45012233439234,"V774","1","BAG","1"
"V775",3.16199800129482,"V775","1","BAG","1"
"V776",3.52629742872356,"V776","1","BAG","1"
"V777",3.59843131990574,"V777","1","BAG","1"
"V778",2.05177796049521,"V778","1","BAG","1"
"V779",1.24113893734287,"V779","1","BAG","1"
"V780",1.53516333752038,"V780","1","BAG","1"
"V781",2.08664803475621,"V781","1","BAG","1"
"V782",2.76253172895219,"V782","1","BAG","1"
"V783",1.7163218371461,"V783","1","BAG","1"
"V784",1.15103481548381,"V784","1","BAG","1"
"V785",2.30256012058311,"V785","1","BAG","1"
"V786",1.47463759865765,"V786","1","BAG","1"
"V787",2.85922691316508,"V787","1","BAG","1"
"V788",1.94521392688265,"V788","1","BAG","1"
"V789",0.955305334194835,"V789","1","BAG","1"
"V790",2.47662880143279,"V790","1","BAG","1"
"V791",1.02472225844597,"V791","1","BAG","1"
"V792",1.92202745847135,"V792","1","BAG","1"
"V793",2.88382976557489,"V793","1","BAG","1"
"V794",3.25240120960414,"V794","1","BAG","1"
"V795",3.29044453387831,"V795","1","BAG","1"
"V796",1.54633484548627,"V796","1","BAG","1"
"V797",2.10129195105461,"V797","1","BAG","1"
"V798",2.87853554098612,"V798","1","BAG","1"
"V799",2.38077504978506,"V799","1","BAG","1"
"V800",2.25421486876108,"V800","1","BAG","1"
"V801",3.95957061235356,"V801","1","BAG","1"
"V802",4.30810018973782,"V802","1","BAG","1"
"V803",9.19598598536344,"V803","1","BAG","1"
"V804",3.67520945145917,"V804","1","BAG","1"
"V805",3.62322173994978,"V805","1","BAG","1"
"V806",2.76748014463997,"V806","1","BAG","1"
"V807",3.10873625342913,"V807","1","BAG","1"
"V808",2.00570262043395,"V808","1","BAG","1"
"V809",2.40876327643739,"V809","1","BAG","1"
"V810",1.54402870506957,"V810","1","BAG","1"
"V811",1.73375589305616,"V811","1","BAG","1"
"V812",2.56366730809347,"V812","1","BAG","1"
"V813",2.7652216957197,"V813","1","BAG","1"
"V814",2.67464046948386,"V814","1","BAG","1"
"V815",1.79758687293592,"V815","1","BAG","1"
"V816",2.15454469197545,"V816","1","BAG","1"
"V817",1.56961146020539,"V817","1","BAG","1"
"V818",2.7468583474038,"V818","1","BAG","1"
"V819",2.17934995009814,"V819","1","BAG","1"
"V820",3.1131581464021,"V820","1","BAG","1"
"V821",2.28013370724333,"V821","1","BAG","1"
"V822",2.11256948315271,"V822","1","BAG","1"
"V823",2.2528411900423,"V823","1","BAG","1"
"V824",1.86451235221797,"V824","1","BAG","1"
"V825",1.93494213221043,"V825","1","BAG","1"
"V826",3.65643686620262,"V826","1","BAG","1"
"V827",1.40989877502126,"V827","1","BAG","1"
"V828",1.58466464553037,"V828","1","BAG","1"
"V829",1.83732457960437,"V829","1","BAG","1"
"V830",1.11363190624923,"V830","1","BAG","1"
"V831",2.72153193318374,"V831","1","BAG","1"
"V832",4.37441788519287,"V832","1","BAG","1"
"V833",2.56735949749984,"V833","1","BAG","1"
"V834",1.79286540483594,"V834","1","BAG","1"
"V835",1.11263449325192,"V835","1","BAG","1"
"V836",0.867547513303735,"V836","1","BAG","1"
"V837",1.88712040200946,"V837","1","BAG","1"
"V838",1.30345613420615,"V838","1","BAG","1"
"V839",0.820801078397253,"V839","1","BAG","1"
"V840",1.19549082278901,"V840","1","BAG","1"
"V841",1.73109486583098,"V841","1","BAG","1"
"V842",1.64639639455888,"V842","1","BAG","1"
"V843",1.84666804150143,"V843","1","BAG","1"
"V844",2.11664675672884,"V844","1","BAG","1"
"V845",1.80331730112163,"V845","1","BAG","1"
"V846",1.68104980746129,"V846","1","BAG","1"
"V847",1.44839044171462,"V847","1","BAG","1"
"V848",0.650441126398945,"V848","1","BAG","1"
"V849",1.3474178163183,"V849","1","BAG","1"
"V850",3.25593772545278,"V850","1","BAG","1"
"V851",2.90200271305853,"V851","1","BAG","1"
"V852",2.46041568449667,"V852","1","BAG","1"
"V853",1.37385323986218,"V853","1","BAG","1"
"V854",1.53985344893059,"V854","1","BAG","1"
"V855",1.53433631125026,"V855","1","BAG","1"
"V856",0.912896099218419,"V856","1","BAG","1"
"V857",1.63352064141952,"V857","1","BAG","1"
"V858",0.460447824139979,"V858","1","BAG","1"
"V859",1.39518918381971,"V859","1","BAG","1"
"V860",0.808508600294562,"V860","1","BAG","1"
"V861",1.49323379197836,"V861","1","BAG","1"
"V862",1.51097584435444,"V862","1","BAG","1"
"V863",1.58034978081483,"V863","1","BAG","1"
"V864",1.49026303643306,"V864","1","BAG","1"
"V865",0.541439796968114,"V865","1","BAG","1"
"V866",1.20102797008274,"V866","1","BAG","1"
"V867",1.62430121361125,"V867","1","BAG","1"
"V868",1.35114603096462,"V868","1","BAG","1"
"V869",0.919959236935812,"V869","1","BAG","1"
"V870",0.757705411164281,"V870","1","BAG","1"
"V871",0.52214318144948,"V871","1","BAG","1"
"V872",1.33620588693844,"V872","1","BAG","1"
"V873",0.590654150593596,"V873","1","BAG","1"
"V874",2.5780093006293,"V874","1","BAG","1"
"V875",1.15881080573914,"V875","1","BAG","1"
"V876",0.765110586869642,"V876","1","BAG","1"
"V877",0.989969143294965,"V877","1","BAG","1"
"V878",1.58915704904959,"V878","1","BAG","1"
"V879",1.94997321749609,"V879","1","BAG","1"
"V880",1.81291053929985,"V880","1","BAG","1"
"V881",2.72710658368334,"V881","1","BAG","1"
"V882",1.33308035965556,"V882","1","BAG","1"
"V883",0.731670322350723,"V883","1","BAG","1"
"V884",0.89497641435323,"V884","1","BAG","1"
"V885",1.12627174252485,"V885","1","BAG","1"
"V886",1.10143144932008,"V886","1","BAG","1"
"V887",1.81341692552459,"V887","1","BAG","1"
"V888",2.77278108201544,"V888","1","BAG","1"
"V889",2.04152851887418,"V889","1","BAG","1"
"V890",2.40817713086706,"V890","1","BAG","1"
"V891",2.12678335300176,"V891","1","BAG","1"
"V892",1.12279923294669,"V892","1","BAG","1"
"V893",2.59269748684358,"V893","1","BAG","1"
"V894",1.20146949329518,"V894","1","BAG","1"
"V895",2.34550552183509,"V895","1","BAG","1"
"V896",1.95915298279313,"V896","1","BAG","1"
"V897",1.39814417973353,"V897","1","BAG","1"
"V898",0.602105152424278,"V898","1","BAG","1"
"V899",3.27061521517544,"V899","1","BAG","1"
"V900",3.25620389148304,"V900","1","BAG","1"
"V901",1.3146112062266,"V901","1","BAG","1"
"V902",2.22114679207839,"V902","1","BAG","1"
"V903",1.60655651923009,"V903","1","BAG","1"
"V904",2.4478329367386,"V904","1","BAG","1"
"V905",1.45601440052663,"V905","1","BAG","1"
"V906",1.75119853797627,"V906","1","BAG","1"
"V907",1.5867578447924,"V907","1","BAG","1"
"V908",1.28430623819005,"V908","1","BAG","1"
"V909",2.18965959961314,"V909","1","BAG","1"
"V910",1.44069712928439,"V910","1","BAG","1"
"V911",2.72325645475076,"V911","1","BAG","1"
"V912",1.8482874187205,"V912","1","BAG","1"
"V913",1.80368435452312,"V913","1","BAG","1"
"V914",1.55965578737575,"V914","1","BAG","1"
"V915",3.32119915467287,"V915","1","BAG","1"
"V916",2.38000774330613,"V916","1","BAG","1"
"V917",4.39335686501559,"V917","1","BAG","1"
"V918",2.6283694109011,"V918","1","BAG","1"
"V919",1.71924408183211,"V919","1","BAG","1"
"V920",2.34375260266374,"V920","1","BAG","1"
"V921",2.51376720380969,"V921","1","BAG","1"
"V922",2.54968910549413,"V922","1","BAG","1"
"V923",2.36077541475655,"V923","1","BAG","1"
"V924",4.7232573725002,"V924","1","BAG","1"
"V925",3.75166433009807,"V925","1","BAG","1"
"V926",3.6879328381626,"V926","1","BAG","1"
"V927",2.19470359194163,"V927","1","BAG","1"
"V928",2.10756241803642,"V928","1","BAG","1"
"V929",4.41086570625843,"V929","1","BAG","1"
"V930",2.91832451448055,"V930","1","BAG","1"
"V931",3.47124838823245,"V931","1","BAG","1"
"V932",2.39559009756916,"V932","1","BAG","1"
"V933",1.42775941574763,"V933","1","BAG","1"
"V934",2.62363923150809,"V934","1","BAG","1"
"V935",2.22958373652033,"V935","1","BAG","1"
"V936",2.02164634217491,"V936","1","BAG","1"
"V937",2.30210389270143,"V937","1","BAG","1"
"V938",1.92498763936444,"V938","1","BAG","1"
"V939",3.51967173180967,"V939","1","BAG","1"
"V940",6.55575274831881,"V940","1","BAG","1"
"V941",4.97570330671138,"V941","1","BAG","1"
"V942",5.5303451149193,"V942","1","BAG","1"
"V943",2.64668463387245,"V943","1","BAG","1"
"V944",0.884565391576744,"V944","1","BAG","1"
"V945",1.56453858457387,"V945","1","BAG","1"
"V946",8.18538148617479,"V946","1","BAG","1"
"V947",4.56535060179003,"V947","1","BAG","1"
"V948",0.94893744814685,"V948","1","BAG","1"
"V949",2.33507706996216,"V949","1","BAG","1"
"V950",2.40886706741794,"V950","1","BAG","1"
"V951",1.82034209867715,"V951","1","BAG","1"
"V952",2.20475817908984,"V952","1","BAG","1"
"V953",1.81633430209208,"V953","1","BAG","1"
"V954",3.0710864966291,"V954","1","BAG","1"
"V955",0.895971088060864,"V955","1","BAG","1"
"V956",0.741809458947581,"V956","1","BAG","1"
"V957",2.39314742850824,"V957","1","BAG","1"
"V958",2.30880502124259,"V958","1","BAG","1"
"V959",1.7001198861677,"V959","1","BAG","1"
"V960",3.68557945870992,"V960","1","BAG","1"
"V961",2.90919872990813,"V961","1","BAG","1"
"V962",3.84387297820729,"V962","1","BAG","1"
"V963",3.27051692814534,"V963","1","BAG","1"
"V964",3.6388812072459,"V964","1","BAG","1"
"V965",2.33878586372695,"V965","1","BAG","1"
"V966",1.93916859901179,"V966","1","BAG","1"
"V967",3.06894807639888,"V967","1","BAG","1"
"V968",6.74910387729237,"V968","1","BAG","1"
"V969",2.53836766939348,"V969","1","BAG","1"
"V970",1.55173253886226,"V970","1","BAG","1"
"V971",1.52773206001591,"V971","1","BAG","1"
"V972",1.84019726743905,"V972","1","BAG","1"
"V973",1.61215497896705,"V973","1","BAG","1"
"V974",3.54728724324328,"V974","1","BAG","1"
"V975",2.96830369495923,"V975","1","BAG","1"
"V976",1.26908290304325,"V976","1","BAG","1"
"V977",1.84177946389927,"V977","1","BAG","1"
"V978",1.03601028335065,"V978","1","BAG","1"
"V979",1.20228940006484,"V979","1","BAG","1"
"V980",0.608709387203363,"V980","1","BAG","1"
"V981",2.1215440473522,"V981","1","BAG","1"
"V982",1.84307139535994,"V982","1","BAG","1"
"V983",2.4144829688629,"V983","1","BAG","1"
"V984",1.7630539167824,"V984","1","BAG","1"
"V985",0.86741055519264,"V985","1","BAG","1"
"V986",7.18473014724149,"V986","1","BAG","1"
"V987",9.48901269287465,"V987","1","BAG","1"
"V988",2.09365474377643,"V988","1","BAG","1"
"V989",5.78289966651385,"V989","1","BAG","1"
"V990",4.57564770406294,"V990","1","BAG","1"
"V991",9.29050164258937,"V991","1","BAG","1"
"V992",6.12860227811486,"V992","1","BAG","1"
"V993",1.45777332973507,"V993","1","BAG","1"
"V994",3.45327836962457,"V994","1","BAG","1"
"V995",3.01728590565241,"V995","1","BAG","1"
"V996",7.44362741804658,"V996","1","BAG","1"
"V997",2.95608775344702,"V997","1","BAG","1"
"V998",4.36306894702766,"V998","1","BAG","1"
"V999",1.19450873764934,"V999","1","BAG","1"
"V1000",3.08919384623246,"V1000","1","BAG","1"
"V1001",6.42195503034599,"V1001","1","BAG","1"
"V1002",13.1219819620859,"V1002","1","BAG","1"
"V1003",22.2728491497596,"V1003","1","BAG","1"
"V1004",2.43311829373661,"V1004","1","BAG","1"
